"RefSeq.accession.number","Gene.Name","ensembl_gene_id"
"NM_006634","VAMP5 ","ENSG00000168899"
"NM_006642","SDCCAG8 ","ENSG00000276111"
"NM_006642","SDCCAG8 ","ENSG00000054282"
"NM_006643","SDCCAG3 ","ENSG00000165689"
"NM_006649","UTP14A ","ENSG00000156697"
"NM_006659","TUBGCP2 ","ENSG00000130640"
"NM_006660","CLPX ","ENSG00000166855"
"NM_006677","USP19 ","ENSG00000172046"
"NM_006693","CPSF4 ","ENSG00000160917"
"NM_006694","JTB ","ENSG00000143543"
"NM_006699","MAN1A2 ","ENSG00000198162"
"NM_006701","TXNL4A ","ENSG00000141759"
"NM_006702","PNPLA6 ","ENSG00000032444"
"NM_006703","NUDT3 ","ENSG00000272325"
"NM_006704","SUGT1 ","ENSG00000165416"
"NM_006706","TCERG1 ","ENSG00000113649"
"NM_006708","GLO1 ","ENSG00000124767"
"NM_006710","COPS8 ","ENSG00000198612"
"NM_006712","FASTK ","ENSG00000164896"
"NM_006713","SUB1 ","ENSG00000113387"
"NM_006715","MAN2C1 ","ENSG00000140400"
"NM_006742","PSKH1 ","ENSG00000159792"
"NM_006753","SURF6 ","ENSG00000148296"
"NM_006753","SURF6 ","ENSG00000281309"
"NM_006754","SYPL1 ","ENSG00000008282"
"NM_006755","TALDO1 ","ENSG00000177156"
"NM_006758","U2AF1 ","ENSG00000160201"
"NM_006759","UGP2 ","ENSG00000169764"
"NM_006761","YWHAE ","ENSG00000274474"
"NM_006761","YWHAE ","ENSG00000108953"
"NM_006767","LZTR1 ","ENSG00000099949"
"NM_006769","LMO4 ","ENSG00000143013"
"NM_006773","DDX18 ","ENSG00000088205"
"NM_006777","ZBTB33 ","ENSG00000177485"
"NM_006782","ZFPL1 ","ENSG00000162300"
"NM_006784","WDR3 ","ENSG00000065183"
"NM_006788","RALBP1 ","ENSG00000017797"
"NM_006793","PRDX3 ","ENSG00000165672"
"NM_006800","MSL3 ","ENSG00000005302"
"NM_006802","SF3A3 ","ENSG00000183431"
"NM_006804","STARD3 ","ENSG00000131748"
"NM_006805","HNRNPA0 ","ENSG00000177733"
"NM_006808","SEC61B ","ENSG00000106803"
"NM_006811","SERINC3 ","ENSG00000132824"
"NM_006812","OS9 ","ENSG00000135506"
"NM_006814","PSMF1 ","ENSG00000125818"
"NM_006815","TMED2 ","ENSG00000086598"
"NM_006819","STIP1 ","ENSG00000168439"
"NM_006824","EBNA1BP2 ","ENSG00000117395"
"NM_006825","CKAP4 ","ENSG00000136026"
"NM_006827","TMED10 ","ENSG00000170348"
"NM_006828","ASCC3 ","ENSG00000112249"
"NM_006830","UQCR11 ","ENSG00000127540"
"NM_006831","CLP1 ","ENSG00000172409"
"NM_006833","COPS6 ","ENSG00000168090"
"NM_006837","COPS5 ","ENSG00000121022"
"NM_006838","METAP2 ","ENSG00000111142"
"NM_006839","IMMT ","ENSG00000132305"
"NM_006842","SF3B2 ","ENSG00000087365"
"NM_006844","ILVBL ","ENSG00000105135"
"NM_006857","SNRNP27 ","ENSG00000124380"
"NM_006858","TMED1 ","ENSG00000099203"
"NM_006859","LIAS ","ENSG00000121897"
"NM_006860","IFT27 ","ENSG00000100360"
"NM_006874","ELF2 ","ENSG00000109381"
"NM_006888","CALM1 ","ENSG00000198668"
"NM_006893","EIF2D ","ENSG00000143486"
"NM_006899","IDH3B ","ENSG00000101365"
"NM_006913","RNF5 ","ENSG00000225452"
"NM_006913","RNF5 ","ENSG00000228907"
"NM_006913","RNF5 ","ENSG00000223767"
"NM_006913","RNF5 ","ENSG00000228405"
"NM_006913","RNF5 ","ENSG00000183574"
"NM_006913","RNF5 ","ENSG00000204308"
"NM_006913","RNF5 ","ENSG00000227277"
"NM_006923","SDF2 ","ENSG00000132581"
"NM_006924","SRSF1 ","ENSG00000136450"
"NM_006927","ST3GAL2 ","ENSG00000157350"
"NM_006929","SKIV2L ","ENSG00000232616"
"NM_006929","SKIV2L ","ENSG00000204351"
"NM_006929","SKIV2L ","ENSG00000223493"
"NM_006929","SKIV2L ","ENSG00000225737"
"NM_006929","SKIV2L ","ENSG00000206353"
"NM_006929","SKIV2L ","ENSG00000228896"
"NM_006930","SKP1 ","ENSG00000113558"
"NM_006936","SUMO3 ","ENSG00000184900"
"NM_006938","SNRPD1 ","ENSG00000167088"
"NM_006947","SRP72 ","ENSG00000174780"
"NM_006954","ZNF33A ","ENSG00000189180"
"NM_006963","ZNF22 ","ENSG00000165512"
"NM_006965","ZNF24 ","ENSG00000172466"
"NM_006973","ZNF32 ","ENSG00000169740"
"NM_006977","ZBTB25 ","ENSG00000089775"
"NM_006978","RNF113A ","ENSG00000125352"
"NM_006979","SLC39A7 ","ENSG00000226614"
"NM_006979","SLC39A7 ","ENSG00000229802"
"NM_006979","SLC39A7 ","ENSG00000227402"
"NM_006979","SLC39A7 ","ENSG00000206288"
"NM_006979","SLC39A7 ","ENSG00000112473"
"NM_006979","SLC39A7 ","ENSG00000224399"
"NM_006986","MAGED1 ","ENSG00000179222"
"NM_006991","ZNF197 ","ENSG00000186448"
"NM_006991","ZNF197 ","ENSG00000281709"
"NM_006999","PAPD7 ","ENSG00000112941"
"NM_007006","NUDT21 ","ENSG00000167005"
"NM_007007","CPSF6 ","ENSG00000111605"
"NM_007008","RTN4 ","ENSG00000115310"
"NM_007013","WWP1 ","ENSG00000123124"
"NM_007014","WWP2 ","ENSG00000198373"
"NM_007024","TMEM115 ","ENSG00000126062"
"NM_007026","DUSP14 ","ENSG00000276023"
"NM_007026","DUSP14 ","ENSG00000275932"
"NM_007033","RER1 ","ENSG00000157916"
"NM_007040","HNRNPUL1 ","ENSG00000105323"
"NM_007041","ATE1 ","ENSG00000107669"
"NM_007042","RPP14 ","ENSG00000163684"
"NM_007043","KRR1 ","ENSG00000111615"
"NM_007051","FAF1 ","ENSG00000185104"
"NM_007062","PWP1 ","ENSG00000136045"
"NM_007065","CDC37 ","ENSG00000105401"
"NM_007075","WDR45 ","ENSG00000292221"
"NM_007075","WDR45 ","ENSG00000196998"
"NM_007076","FICD ","ENSG00000198855"
"NM_007080","LSM6 ","ENSG00000164167"
"NM_007103","NDUFV1 ","ENSG00000167792"
"NM_007104","RPL10A ","ENSG00000198755"
"NM_007106","UBL3 ","ENSG00000122042"
"NM_007107","SSR3 ","ENSG00000114850"
"NM_007108","TCEB2 ","ENSG00000103363"
"NM_007111","TFDP1 ","ENSG00000198176"
"NM_007114","TMF1 ","ENSG00000144747"
"NM_007121","NR1H2 ","ENSG00000131408"
"NM_007126","VCP ","ENSG00000165280"
"NM_007130","ZNF41 ","ENSG00000147124"
"NM_007145","ZNF146 ","ENSG00000167635"
"NM_007152","ZNF195 ","ENSG00000005801"
"NM_007156","ZXDA ","ENSG00000198205"
"NM_007157","ZXDB ","ENSG00000198455"
"NM_007166","PICALM ","ENSG00000073921"
"NM_007171","POMT1 ","ENSG00000130714"
"NM_007176","C14orf1 ","ENSG00000133935"
"NM_007178","STRAP ","ENSG00000023734"
"NM_007187","WBP4 ","ENSG00000120688"
"NM_007190","SEC23IP ","ENSG00000107651"
"NM_007198","PROSC ","ENSG00000147471"
"NM_007208","MRPL3 ","ENSG00000114686"
"NM_007209","RPL35 ","ENSG00000136942"
"NM_007214","SEC63 ","ENSG00000025796"
"NM_007221","PMF1 ","ENSG00000160783"
"NM_007222","ZHX1 ","ENSG00000165156"
"NM_007229","PACSIN2 ","ENSG00000100266"
"NM_007234","DCTN3 ","ENSG00000137100"
"NM_007235","XPOT ","ENSG00000184575"
"NM_007236","CHP1 ","ENSG00000187446"
"NM_007238","PXMP4 ","ENSG00000101417"
"NM_007241","SNF8 ","ENSG00000159210"
"NM_007242","DDX19B ","ENSG00000157349"
"NM_007245","ATXN2L ","ENSG00000168488"
"NM_007254","PNKP ","ENSG00000039650"
"NM_007255","B4GALT7 ","ENSG00000027847"
"NM_007262","PARK7 ","ENSG00000116288"
"NM_007263","COPE ","ENSG00000105669"
"NM_007265","ECD ","ENSG00000122882"
"NM_007266","GPN1 ","ENSG00000198522"
"NM_007269","STXBP3 ","ENSG00000116266"
"NM_007275","TUSC2 ","ENSG00000114383"
"NM_007276","CBX3 ","ENSG00000122565"
"NM_007277","EXOC3 ","ENSG00000180104"
"NM_007278","GABARAP ","ENSG00000170296"
"NM_007279","U2AF2 ","ENSG00000063244"
"NM_007282","RNF13 ","ENSG00000082996"
"NM_007285","GABARAPL2 ","ENSG00000034713"
"NM_007342","NUPL2 ","ENSG00000136243"
"NM_007346","OGFR ","ENSG00000060491"
"NM_007348","ATF6 ","ENSG00000118217"
"NM_007357","COG2 ","ENSG00000135775"
"NM_007359","CASC3 ","ENSG00000108349"
"NM_007362","NCBP2 ","ENSG00000114503"
"NM_007363","NONO ","ENSG00000147140"
"NM_007367","RALY ","ENSG00000125970"
"NM_007370","RFC5 ","ENSG00000111445"
"NM_007372","DDX42 ","ENSG00000198231"
"NM_007373","SHOC2 ","ENSG00000108061"
"NM_007375","TARDBP ","ENSG00000120948"
"NM_012071","COMMD3 ","ENSG00000148444"
"NM_012073","CCT5 ","ENSG00000150753"
"NM_012081","ELL2 ","ENSG00000118985"
"NM_012086","GTF3C3 ","ENSG00000119041"
"NM_012087","GTF3C5 ","ENSG00000148308"
"NM_012088","PGLS ","ENSG00000130313"
"NM_012089","ABCB10 ","ENSG00000135776"
"NM_012094","PRDX5 ","ENSG00000126432"
"NM_012095","AP3M1 ","ENSG00000185009"
"NM_012097","ARL5A ","ENSG00000162980"
"NM_012111","AHSA1 ","ENSG00000100591"
"NM_012117","CBX5 ","ENSG00000094916"
"NM_012123","MTO1 ","ENSG00000135297"
"NM_012135","FAM50B ","ENSG00000145945"
"NM_012138","AATF ","ENSG00000276072"
"NM_012138","AATF ","ENSG00000275700"
"NM_012139","SERGEF ","ENSG00000129158"
"NM_012142","CCNDBP1 ","ENSG00000166946"
"NM_012143","TFIP11 ","ENSG00000100109"
"NM_012158","FBXL3 ","ENSG00000005812"
"NM_012160","FBXL4 ","ENSG00000112234"
"NM_012161","FBXL5 ","ENSG00000118564"
"NM_012162","FBXL6 ","ENSG00000285442"
"NM_012162","FBXL6 ","ENSG00000182325"
"NM_012164","FBXW2 ","ENSG00000119402"
"NM_012170","FBXO22 ","ENSG00000167196"
"NM_012171","TSPAN17 ","ENSG00000048140"
"NM_012175","FBXO3 ","ENSG00000110429"
"NM_012179","FBXO7 ","ENSG00000100225"
"NM_012181","FKBP8 ","ENSG00000105701"
"NM_012192","TIMM10B ","ENSG00000132286"
"NM_012201","GLG1 ","ENSG00000090863"
"NM_012203","GRHPR ","ENSG00000137106"
"NM_012208","HARS2 ","ENSG00000112855"
"NM_012225","NUBP2 ","ENSG00000095906"
"NM_012228","MSRB2 ","ENSG00000148450"
"NM_012233","RAB3GAP1 ","ENSG00000115839"
"NM_012235","SCAP ","ENSG00000114650"
"NM_012237","SIRT2 ","ENSG00000283100"
"NM_012237","SIRT2 ","ENSG00000068903"
"NM_012239","SIRT3 ","ENSG00000142082"
"NM_012241","SIRT5 ","ENSG00000124523"
"NM_012245","SNW1 ","ENSG00000100603"
"NM_012247","SEPHS1 ","ENSG00000086475"
"NM_012257","HBP1 ","ENSG00000283847"
"NM_012257","HBP1 ","ENSG00000105856"
"NM_012262","HS2ST1 ","ENSG00000153936"
"NM_012265","RHBDD3 ","ENSG00000100263"
"NM_012267","HSPBP1 ","ENSG00000133265"
"NM_012268","PLD3 ","ENSG00000105223"
"NM_012280","FTSJ1 ","ENSG00000068438"
"NM_012286","MORF4L2 ","ENSG00000123562"
"NM_012290","TLK1 ","ENSG00000198586"
"NM_012300","FBXW11 ","ENSG00000072803"
"NM_012305","AP2A2 ","ENSG00000183020"
"NM_012305","AP2A2 ","ENSG00000280759"
"NM_012305","AP2A2 ","ENSG00000281385"
"NM_012308","KDM2A ","ENSG00000173120"
"NM_012318","LETM1 ","ENSG00000168924"
"NM_012321","LSM4 ","ENSG00000130520"
"NM_012322","LSM5 ","ENSG00000106355"
"NM_012328","DNAJB9 ","ENSG00000128590"
"NM_012331","MSRA ","ENSG00000175806"
"NM_012331","MSRA ","ENSG00000285250"
"NM_012336","NARF ","ENSG00000141562"
"NM_012341","GTPBP4 ","ENSG00000107937"
"NM_012346","NUP62 ","ENSG00000213024"
"NM_012382","TTC33 ","ENSG00000113638"
"NM_012388","BLOC1S6 ","ENSG00000104164"
"NM_012392","PEF1 ","ENSG00000162517"
"NM_012394","PFDN2 ","ENSG00000143256"
"NM_012399","PITPNB ","ENSG00000180957"
"NM_012402","ARFIP2 ","ENSG00000132254"
"NM_012403","ANP32C ",NA
"NM_012405","ICMT ","ENSG00000116237"
"NM_012406","PRDM4 ","ENSG00000110851"
"NM_012407","PICK1 ","ENSG00000100151"
"NM_012412","H2AFV ","ENSG00000105968"
"NM_012414","RAB3GAP2 ","ENSG00000118873"
"NM_012416","RANBP6 ","ENSG00000137040"
"NM_012426","SF3B3 ","ENSG00000189091"
"NM_012432","SETDB1 ","ENSG00000143379"
"NM_012433","SF3B1 ","ENSG00000115524"
"NM_012437","SNAPIN ","ENSG00000143553"
"NM_012456","TIMM10 ","ENSG00000134809"
"NM_012458","TIMM13 ","ENSG00000099800"
"NM_012459","TIMM8B ","ENSG00000150779"
"NM_012460","TIMM9 ","ENSG00000100575"
"NM_012461","TINF2 ","ENSG00000284915"
"NM_012461","TINF2 ","ENSG00000092330"
"NM_012463","ATP6V0A2 ","ENSG00000185344"
"NM_012469","PRPF6 ","ENSG00000101161"
"NM_012470","TNPO3 ","ENSG00000064419"
"NM_012473","TXN2 ","ENSG00000100348"
"NM_012474","UCK2 ","ENSG00000143179"
"NM_012478","WBP2 ","ENSG00000132471"
"NM_012482","ZNF281 ","ENSG00000162702"
"NM_013232","PDCD6 ","ENSG00000249915"
"NM_013234","EIF3K ","ENSG00000282986"
"NM_013234","EIF3K ","ENSG00000178982"
"NM_013235","DROSHA ","ENSG00000113360"
"NM_013236","ATXN10 ","ENSG00000130638"
"NM_013245","VPS4A ","ENSG00000132612"
"NM_013247","HTRA2 ","ENSG00000115317"
"NM_013248","NXT1 ","ENSG00000132661"
"NM_013254","TBK1 ","ENSG00000183735"
"NM_013255","MKLN1 ","ENSG00000128585"
"NM_013260","SAP30BP ","ENSG00000161526"
"NM_013263","BRD7 ","ENSG00000166164"
"NM_013265","VPS51 ","ENSG00000149823"
"NM_013274","POLL ","ENSG00000166169"
"NM_013283","MAT2B ","ENSG00000038274"
"NM_013284","POLM ","ENSG00000122678"
"NM_013285","GNL2 ","ENSG00000134697"
"NM_013286","RBM15B ","ENSG00000259956"
"NM_013293","TRA2A ","ENSG00000164548"
"NM_013316","CNOT4 ","ENSG00000080802"
"NM_013318","PRRC2B ","ENSG00000288701"
"NM_013319","UBIAD1 ","ENSG00000120942"
"NM_013325","ATG4B ","ENSG00000168397"
"NM_013326","C18orf8 ","ENSG00000141452"
"NM_013328","PYCR2 ","ENSG00000143811"
"NM_013329","PAXBP1 ","ENSG00000159086"
"NM_013329","PAXBP1 ","ENSG00000263141"
"NM_013333","EPN1 ","ENSG00000063245"
"NM_013335","GMPPA ","ENSG00000144591"
"NM_013336","SEC61A1 ","ENSG00000058262"
"NM_013337","TIMM22 ","ENSG00000277649"
"NM_013337","TIMM22 ","ENSG00000278501"
"NM_013337","TIMM22 ","ENSG00000177370"
"NM_013338","ALG5 ","ENSG00000120697"
"NM_013341","OLA1 ","ENSG00000138430"
"NM_013342","TFPT ","ENSG00000276504"
"NM_013342","TFPT ","ENSG00000276263"
"NM_013342","TFPT ","ENSG00000276323"
"NM_013342","TFPT ","ENSG00000105619"
"NM_013342","TFPT ","ENSG00000278161"
"NM_013342","TFPT ","ENSG00000274073"
"NM_013342","TFPT ","ENSG00000276022"
"NM_013342","TFPT ","ENSG00000273833"
"NM_013342","TFPT ","ENSG00000275086"
"NM_013342","TFPT ","ENSG00000276296"
"NM_013346","SNX12 ","ENSG00000147164"
"NM_013349","NENF ","ENSG00000117691"
"NM_013354","CNOT7 ","ENSG00000198791"
"NM_013366","ANAPC2 ","ENSG00000176248"
"NM_013373","ZDHHC8 ","ENSG00000099904"
"NM_013374","PDCD6IP ","ENSG00000170248"
"NM_013375","ABT1 ","ENSG00000146109"
"NM_013375","ABT1 ","ENSG00000292169"
"NM_013379","DPP7 ","ENSG00000176978"
"NM_013387","UQCR10 ","ENSG00000184076"
"NM_013388","PREB ","ENSG00000138073"
"NM_013392","NRBP1 ","ENSG00000115216"
"NM_013393","FTSJ2 ","ENSG00000122687"
"NM_013396","USP25 ","ENSG00000155313"
"NM_013399","CDIP1 ","ENSG00000089486"
"NM_013399","CDIP1 ","ENSG00000274336"
"NM_013400","REPIN1 ","ENSG00000214022"
"NM_013438","UBQLN1 ","ENSG00000135018"
"NM_013442","STOML2 ","ENSG00000165283"
"NM_013443","ST6GALNAC6 ","ENSG00000160408"
"NM_013444","UBQLN2 ","ENSG00000188021"
"NM_014003","DHX38 ","ENSG00000140829"
"NM_014008","CCDC22 ","ENSG00000101997"
"NM_014014","SNRNP200 ","ENSG00000144028"
"NM_014015","DEXI ","ENSG00000182108"
"NM_014017","LAMTOR2 ","ENSG00000116586"
"NM_014018","MRPS28 ","ENSG00000147586"
"NM_014028","OSTM1 ","ENSG00000081087"
"NM_014034","ASF1A ","ENSG00000111875"
"NM_014041","SPCS1 ","ENSG00000114902"
"NM_014042","ANAPC15 ","ENSG00000110200"
"NM_014043","CHMP2B ","ENSG00000083937"
"NM_014044","UNC50 ","ENSG00000115446"
"NM_014046","MRPS18B ","ENSG00000223775"
"NM_014046","MRPS18B ","ENSG00000227420"
"NM_014046","MRPS18B ","ENSG00000229861"
"NM_014046","MRPS18B ","ENSG00000233813"
"NM_014046","MRPS18B ","ENSG00000226111"
"NM_014046","MRPS18B ","ENSG00000203624"
"NM_014046","MRPS18B ","ENSG00000204568"
"NM_014047","C19orf53 ","ENSG00000104979"
"NM_014049","ACAD9 ","ENSG00000177646"
"NM_014050","MRPL42 ","ENSG00000198015"
"NM_014056","HIGD1A ","ENSG00000181061"
"NM_014060","MCTS1 ","ENSG00000232119"
"NM_014062","NOB1 ","ENSG00000141101"
"NM_014064","NTMT1 ","ENSG00000148335"
"NM_014066","COMMD5 ","ENSG00000170619"
"NM_014071","NCOA6 ","ENSG00000198646"
"NM_014077","FAM32A ","ENSG00000105058"
"NM_014078","MRPL13 ","ENSG00000172172"
"NM_014106","ZNF770 ","ENSG00000198146"
"NM_014117","C16orf72 ","ENSG00000182831"
"NM_014140","SMARCAL1 ","ENSG00000138375"
"NM_014145","TMEM230 ","ENSG00000089063"
"NM_014153","ZC3H7A ","ENSG00000122299"
"NM_014154","ARMC8 ","ENSG00000114098"
"NM_014155","ZBTB44 ","ENSG00000196323"
"NM_014159","SETD2 ","ENSG00000181555"
"NM_014160","MKRN2 ","ENSG00000075975"
"NM_014161","MRPL18 ","ENSG00000112110"
"NM_014165","NDUFAF4 ","ENSG00000123545"
"NM_014166","MED4 ","ENSG00000136146"
"NM_014167","CCDC59 ","ENSG00000133773"
"NM_014168","METTL5 ","ENSG00000138382"
"NM_014169","CHMP4A ","ENSG00000285302"
"NM_014169","CHMP4A ","ENSG00000254505"
"NM_014170","GTPBP8 ","ENSG00000163607"
"NM_014171","CRIPT ","ENSG00000119878"
"NM_014172","PHPT1 ","ENSG00000054148"
"NM_014173","BABAM1 ","ENSG00000105393"
"NM_014174","THYN1 ","ENSG00000151500"
"NM_014175","MRPL15 ","ENSG00000137547"
"NM_014177","TIMM21 ","ENSG00000075336"
"NM_014180","MRPL22 ","ENSG00000082515"
"NM_014181","LGALSL ","ENSG00000119862"
"NM_014182","ORMDL2 ","ENSG00000123353"
"NM_014183","DYNLRB1 ","ENSG00000125971"
"NM_014184","CNIH4 ","ENSG00000143771"
"NM_014186","COMMD9 ","ENSG00000110442"
"NM_014188","SSU72 ","ENSG00000160075"
"NM_014203","AP2A1 ","ENSG00000196961"
"NM_014206","TMEM258 ","ENSG00000134825"
"NM_014216","ITPK1 ","ENSG00000274958"
"NM_014216","ITPK1 ","ENSG00000100605"
"NM_014222","NDUFA8 ","ENSG00000119421"
"NM_014223","NFYC ","ENSG00000066136"
"NM_014225","PPP2R1A ","ENSG00000105568"
"NM_014230","SRP68 ","ENSG00000167881"
"NM_014233","UBTF ","ENSG00000108312"
"NM_014235","UBL4A ","ENSG00000102178"
"NM_014236","GNPAT ","ENSG00000116906"
"NM_014239","EIF2B2 ","ENSG00000119718"
"NM_014245","RNF7 ","ENSG00000114125"
"NM_014247","RAPGEF2 ","ENSG00000109756"
"NM_014248","RBX1 ","ENSG00000100387"
"NM_014254","TMEM5 ","ENSG00000118600"
"NM_014260","PFDN6 ","ENSG00000235692"
"NM_014260","PFDN6 ","ENSG00000206283"
"NM_014260","PFDN6 ","ENSG00000224782"
"NM_014260","PFDN6 ","ENSG00000237335"
"NM_014260","PFDN6 ","ENSG00000204220"
"NM_014263","YME1L1 ","ENSG00000136758"
"NM_014267","C11orf58 ","ENSG00000110696"
"NM_014268","MAPRE2 ","ENSG00000166974"
"NM_014275","MGAT4B ","ENSG00000161013"
"NM_014275","MGAT4B ","ENSG00000284501"
"NM_014280","DNAJC8 ","ENSG00000126698"
"NM_014281","PUF60 ","ENSG00000179950"
"NM_014285","EXOSC2 ","ENSG00000130713"
"NM_014296","CAPN7 ","ENSG00000131375"
"NM_014299","BRD4 ","ENSG00000141867"
"NM_014300","SEC11A ","ENSG00000140612"
"NM_014301","ISCU ","ENSG00000136003"
"NM_014302","SEC61G ","ENSG00000132432"
"NM_014303","PES1 ","ENSG00000100029"
"NM_014306","C22orf28 ","ENSG00000100220"
"NM_014311","SMUG1 ","ENSG00000123415"
"NM_014313","TMEM50A ","ENSG00000183726"
"NM_014315","KLHDC2 ","ENSG00000165516"
"NM_014323","PATZ1 ","ENSG00000100105"
"NM_014325","CORO1C ","ENSG00000110880"
"NM_014329","EDC4 ","ENSG00000038358"
"NM_014341","MTCH1 ","ENSG00000137409"
"NM_014342","MTCH2 ","ENSG00000285121"
"NM_014342","MTCH2 ","ENSG00000109919"
"NM_014346","TBC1D22A ","ENSG00000054611"
"NM_014366","GNL3 ","ENSG00000163938"
"NM_014367","FAM162A ","ENSG00000114023"
"NM_014372","RNF11 ","ENSG00000123091"
"NM_014377","DNAJC2 ","ENSG00000105821"
"NM_014382","ATP2C1 ","ENSG00000017260"
"NM_014388","DIEXF ","ENSG00000117597"
"NM_014389","PELP1 ","ENSG00000141456"
"NM_014390","SND1 ","ENSG00000197157"
"NM_014393","STAU2 ","ENSG00000040341"
"NM_014394","GHITM ","ENSG00000165678"
"NM_014402","UQCRQ ","ENSG00000164405"
"NM_014408","TRAPPC3 ","ENSG00000054116"
"NM_014409","TAF5L ","ENSG00000135801"
"NM_014413","EIF2AK1 ","ENSG00000086232"
"NM_014415","ZBTB11 ","ENSG00000066422"
"NM_014423","AFF4 ","ENSG00000072364"
"NM_014425","INVS ","ENSG00000119509"
"NM_014426","SNX5 ","ENSG00000089006"
"NM_014437","SLC39A1 ","ENSG00000143570"
"NM_014444","TUBGCP4 ","ENSG00000137822"
"NM_014447","ARFIP1 ","ENSG00000164144"
"NM_014453","CHMP2A ","ENSG00000130724"
"NM_014455","RNF115 ","ENSG00000265491"
"NM_014458","KLHL20 ","ENSG00000076321"
"NM_014462","LSM1 ","ENSG00000175324"
"NM_014463","LSM3 ","ENSG00000170860"
"NM_014473","DIMT1 ","ENSG00000086189"
"NM_014478","CRCP ","ENSG00000241258"
"NM_014481","APEX2 ","ENSG00000169188"
"NM_014487","ZNF330 ","ENSG00000109445"
"NM_014494","TNRC6A ","ENSG00000090905"
"NM_014497","ZNF638 ","ENSG00000075292"
"NM_014502","PRPF19 ","ENSG00000110107"
"NM_014504","RABGEF1 ","ENSG00000154710"
"NM_014506","TOR1B ","ENSG00000136816"
"NM_014507","MCAT ","ENSG00000100294"
"NM_014515","CNOT2 ","ENSG00000111596"
"NM_014516","CNOT3 ","ENSG00000277600"
"NM_014516","CNOT3 ","ENSG00000277114"
"NM_014516","CNOT3 ","ENSG00000274616"
"NM_014516","CNOT3 ","ENSG00000274176"
"NM_014516","CNOT3 ","ENSG00000277615"
"NM_014516","CNOT3 ","ENSG00000274941"
"NM_014516","CNOT3 ","ENSG00000275979"
"NM_014516","CNOT3 ","ENSG00000088038"
"NM_014516","CNOT3 ","ENSG00000276082"
"NM_014516","CNOT3 ","ENSG00000273943"
"NM_014517","UBP1 ","ENSG00000153560"
"NM_014519","ZNF232 ","ENSG00000167840"
"NM_014520","MYBBP1A ","ENSG00000132382"
"NM_014551","NCAPH2 ","ENSG00000025770"
"NM_014570","ARFGAP3 ","ENSG00000242247"
"NM_014574","STRN3 ","ENSG00000196792"
"NM_014584","ERO1L ","ENSG00000197930"
"NM_014593","CXXC1 ","ENSG00000154832"
"NM_014595","NT5C ","ENSG00000125458"
"NM_014596","ZNRD1 ","ENSG00000066379"
"NM_014596","ZNRD1 ","ENSG00000235176"
"NM_014596","ZNRD1 ","ENSG00000206502"
"NM_014596","ZNRD1 ","ENSG00000224859"
"NM_014596","ZNRD1 ","ENSG00000235443"
"NM_014596","ZNRD1 ","ENSG00000236949"
"NM_014596","ZNRD1 ","ENSG00000236808"
"NM_014596","ZNRD1 ","ENSG00000233795"
"NM_014597","DNTTIP2 ","ENSG00000067334"
"NM_014602","PIK3R4 ","ENSG00000196455"
"NM_014607","UBXN4 ","ENSG00000144224"
"NM_014608","CYFIP1 ","ENSG00000273749"
"NM_014608","CYFIP1 ","ENSG00000288461"
"NM_014608","CYFIP1 ","ENSG00000280618"
"NM_014612","FAM120A ","ENSG00000048828"
"NM_014613","FAF2 ","ENSG00000113194"
"NM_014628","MAD2L1BP ","ENSG00000124688"
"NM_014630","ZNF592 ","ENSG00000166716"
"NM_014637","MTFR1 ","ENSG00000066855"
"NM_014639","TTC37 ","ENSG00000198677"
"NM_014641","MDC1 ","ENSG00000228575"
"NM_014641","MDC1 ","ENSG00000206481"
"NM_014641","MDC1 ","ENSG00000234012"
"NM_014641","MDC1 ","ENSG00000225589"
"NM_014641","MDC1 ","ENSG00000237095"
"NM_014641","MDC1 ","ENSG00000224587"
"NM_014641","MDC1 ","ENSG00000137337"
"NM_014641","MDC1 ","ENSG00000231135"
"NM_014655","SLC25A44 ","ENSG00000160785"
"NM_014657","TTI1 ","ENSG00000101407"
"NM_014663","KDM4A ","ENSG00000066135"
"NM_014665","LRRC14 ","ENSG00000160959"
"NM_014666","CLINT1 ","ENSG00000113282"
"NM_014670","BZW1 ","ENSG00000082153"
"NM_014671","UBE3C ","ENSG00000009335"
"NM_014672","KIAA0391 ","ENSG00000100890"
"NM_014673","EMC2 ","ENSG00000104412"
"NM_014676","PUM1 ","ENSG00000134644"
"NM_014678","PPP6R2 ","ENSG00000100239"
"NM_014680","KIAA0100 ","ENSG00000007202"
"NM_014685","HERPUD1 ","ENSG00000051108"
"NM_014704","CEP104 ","ENSG00000116198"
"NM_014706","SART3 ","ENSG00000075856"
"NM_014713","LAPTM4A ","ENSG00000068697"
"NM_014730","MLEC ","ENSG00000110917"
"NM_014738","KIAA0195 ","ENSG00000177728"
"NM_014739","BCLAF1 ","ENSG00000029363"
"NM_014740","EIF4A3 ","ENSG00000291508"
"NM_014740","EIF4A3 ","ENSG00000141543"
"NM_014741","ATG13 ","ENSG00000175224"
"NM_014742","TM9SF4 ","ENSG00000101337"
"NM_014743","KIAA0232 ","ENSG00000170871"
"NM_014748","SNX17 ","ENSG00000115234"
"NM_014751","MTSS1 ","ENSG00000170873"
"NM_014753","BMS1 ","ENSG00000165733"
"NM_014754","PTDSS1 ","ENSG00000156471"
"NM_014755","SERTAD2 ","ENSG00000179833"
